region,offence,year,crimes.number,erp,crime.rate
Southeastern,"Intimidation, stalking and harassment",2012,943,231897,407
Southeastern,Liquor offences,2012,609,231897,263
Southeastern,Malicious damage to property,2012,2823,231897,1217
Southeastern,Other offences,2012,916,231897,395
Southeastern,Other offences against the person,2012,46,231897,20
Southeastern,Pornography offences,2012,19,231897,8
Southeastern,Prohibited and regulated weapons offences,2012,368,231897,159
Southeastern,Prostitution offences,2012,0,231897,0
Southeastern,Robbery,2012,28,231897,12
Southeastern,Sexual offences,2012,370,231897,160
Southeastern,Theft,2012,6063,231897,2615
Southeastern,Transport regulatory offences,2012,20,231897,9
Sydney Surrounds,Abduction and kidnapping,2012,29,513804,6
Sydney Surrounds,Against justice procedures,2012,2567,513804,500
Sydney Surrounds,Arson,2012,575,513804,112
Sydney Surrounds,Assault,2012,4040,513804,786
Sydney Surrounds,Betting and gaming offences,2012,2,513804,0
Sydney Surrounds,Blackmail and extortion,2012,3,513804,1
Sydney Surrounds,Disorderly conduct,2012,950,513804,185
Sydney Surrounds,Drug offences,2012,1408,513804,274
Sydney Surrounds,Homicide,2012,10,513804,2
Sydney Surrounds,"Intimidation, stalking and harassment",2012,2121,513804,413
Sydney Surrounds,Liquor offences,2012,460,513804,90
Sydney Surrounds,Malicious damage to property,2012,6515,513804,1268
Sydney Surrounds,Other offences,2012,754,513804,147
Sydney Surrounds,Other offences against the person,2012,82,513804,16
Sydney Surrounds,Pornography offences,2012,28,513804,5
Sydney Surrounds,Prohibited and regulated weapons offences,2012,382,513804,74
Sydney Surrounds,Prostitution offences,2012,1,513804,0
Sydney Surrounds,Robbery,2012,175,513804,34
Sydney Surrounds,Sexual offences,2012,850,513804,165
Sydney Surrounds,Theft,2012,15866,513804,3088
Sydney Surrounds,Transport regulatory offences,2012,3893,513804,758
Central West,Abduction and kidnapping,2013,7,205308,3
Central West,Against justice procedures,2013,1788,205308,871
Central West,Arson,2013,319,205308,155
Central West,Assault,2013,2533,205308,1234
Central West,Betting and gaming offences,2013,3,205308,1
Central West,Blackmail and extortion,2013,1,205308,0
Central West,Disorderly conduct,2013,1103,205308,537
Central West,Drug offences,2013,879,205308,428
Central West,Homicide,2013,3,205308,1
Central West,"Intimidation, stalking and harassment",2013,1348,205308,657
Central West,Liquor offences,2013,387,205308,189
Central West,Malicious damage to property,2013,3392,205308,1652
Central West,Other offences,2013,582,205308,283
Central West,Other offences against the person,2013,46,205308,22
Central West,Pornography offences,2013,19,205308,9
Central West,Prohibited and regulated weapons offences,2013,406,205308,198
Central West,Prostitution offences,2013,0,205308,0
Central West,Robbery,2013,57,205308,28
Central West,Sexual offences,2013,499,205308,243
Central West,Theft,2013,7553,205308,3679
Central West,Transport regulatory offences,2013,20,205308,10
Far West,Abduction and kidnapping,2013,1,21908,5
Far West,Against justice procedures,2013,376,21908,1716
Far West,Arson,2013,20,21908,91
Far West,Assault,2013,583,21908,2661
Far West,Betting and gaming offences,2013,1,21908,5
Far West,Blackmail and extortion,2013,0,21908,0
Far West,Disorderly conduct,2013,155,21908,708
Far West,Drug offences,2013,106,21908,484
Far West,Homicide,2013,1,21908,5
Far West,"Intimidation, stalking and harassment",2013,163,21908,744
Far West,Liquor offences,2013,28,21908,128
Far West,Malicious damage to property,2013,457,21908,2086
Far West,Other offences,2013,75,21908,342
Far West,Other offences against the person,2013,6,21908,27
Far West,Pornography offences,2013,3,21908,14
Far West,Prohibited and regulated weapons offences,2013,50,21908,228
Far West,Prostitution offences,2013,0,21908,0
Far West,Robbery,2013,8,21908,37
Far West,Sexual offences,2013,55,21908,251
Far West,Theft,2013,972,21908,4437
Far West,Transport regulatory offences,2013,8,21908,37
Greater Metropolitan Sydney,Abduction and kidnapping,2013,129,4239323,3
Greater Metropolitan Sydney,Against justice procedures,2013,27974,4239323,660
Greater Metropolitan Sydney,Arson,2013,2364,4239323,56
Greater Metropolitan Sydney,Assault,2013,31704,4239323,748
Greater Metropolitan Sydney,Betting and gaming offences,2013,36,4239323,1
Greater Metropolitan Sydney,Blackmail and extortion,2013,71,4239323,2
Greater Metropolitan Sydney,Disorderly conduct,2013,9582,4239323,226
Greater Metropolitan Sydney,Drug offences,2013,19919,4239323,470
Greater Metropolitan Sydney,Homicide,2013,84,4239323,2
Greater Metropolitan Sydney,"Intimidation, stalking and harassment",2013,13637,4239323,322
Greater Metropolitan Sydney,Liquor offences,2013,7554,4239323,178
Greater Metropolitan Sydney,Malicious damage to property,2013,35268,4239323,832
Greater Metropolitan Sydney,Other offences,2013,7573,4239323,179
Greater Metropolitan Sydney,Other offences against the person,2013,609,4239323,14
Greater Metropolitan Sydney,Pornography offences,2013,208,4239323,5
Greater Metropolitan Sydney,Prohibited and regulated weapons offences,2013,4307,4239323,102
Greater Metropolitan Sydney,Prostitution offences,2013,38,4239323,1
Greater Metropolitan Sydney,Robbery,2013,3086,4239323,73
Greater Metropolitan Sydney,Sexual offences,2013,4918,4239323,116
Greater Metropolitan Sydney,Theft,2013,144700,4239323,3413
Greater Metropolitan Sydney,Transport regulatory offences,2013,55200,4239323,1302
Hunter,Abduction and kidnapping,2013,32,616630,5
Hunter,Against justice procedures,2013,5097,616630,827
Hunter,Arson,2013,1087,616630,176
Hunter,Assault,2013,5885,616630,954
Hunter,Betting and gaming offences,2013,3,616630,0
Hunter,Blackmail and extortion,2013,1,616630,0
Hunter,Disorderly conduct,2013,1724,616630,280
Hunter,Drug offences,2013,2329,616630,378
Hunter,Homicide,2013,10,616630,2
Hunter,"Intimidation, stalking and harassment",2013,2901,616630,470
Hunter,Liquor offences,2013,565,616630,92
Hunter,Malicious damage to property,2013,7624,616630,1236
Hunter,Other offences,2013,1188,616630,193
Hunter,Other offences against the person,2013,91,616630,15
Hunter,Pornography offences,2013,51,616630,8
Hunter,Prohibited and regulated weapons offences,2013,1029,616630,167
Hunter,Prostitution offences,2013,2,616630,0
Hunter,Robbery,2013,291,616630,47
Hunter,Sexual offences,2013,1186,616630,192
Hunter,Theft,2013,24360,616630,3951
Hunter,Transport regulatory offences,2013,7689,616630,1247
Illawarra,Abduction and kidnapping,2013,17,438731,4
Illawarra,Against justice procedures,2013,3991,438731,910
Illawarra,Arson,2013,505,438731,115
Illawarra,Assault,2013,3645,438731,831
Illawarra,Betting and gaming offences,2013,6,438731,1
Illawarra,Blackmail and extortion,2013,4,438731,1
Illawarra,Disorderly conduct,2013,1021,438731,233
Illawarra,Drug offences,2013,2074,438731,473
Illawarra,Homicide,2013,5,438731,1
Illawarra,"Intimidation, stalking and harassment",2013,1890,438731,431
Illawarra,Liquor offences,2013,906,438731,207
Illawarra,Malicious damage to property,2013,4657,438731,1061
Illawarra,Other offences,2013,832,438731,190
Illawarra,Other offences against the person,2013,67,438731,15
Illawarra,Pornography offences,2013,36,438731,8
Illawarra,Prohibited and regulated weapons offences,2013,576,438731,131
Illawarra,Prostitution offences,2013,0,438731,0
Illawarra,Robbery,2013,188,438731,43
Illawarra,Sexual offences,2013,707,438731,161
Illawarra,Theft,2013,13550,438731,3088
Illawarra,Transport regulatory offences,2013,3902,438731,889
Mid North Coast,Abduction and kidnapping,2013,14,352361,4
Mid North Coast,Against justice procedures,2013,2787,352361,791
Mid North Coast,Arson,2013,534,352361,152
Mid North Coast,Assault,2013,3833,352361,1088
Mid North Coast,Betting and gaming offences,2013,2,352361,1
Mid North Coast,Blackmail and extortion,2013,0,352361,0
Mid North Coast,Disorderly conduct,2013,1415,352361,402
Mid North Coast,Drug offences,2013,1953,352361,554
Mid North Coast,Homicide,2013,6,352361,2
Mid North Coast,"Intimidation, stalking and harassment",2013,2004,352361,569
Mid North Coast,Liquor offences,2013,757,352361,215
Mid North Coast,Malicious damage to property,2013,4300,352361,1220
Mid North Coast,Other offences,2013,1148,352361,326
Mid North Coast,Other offences against the person,2013,66,352361,19
Mid North Coast,Pornography offences,2013,32,352361,9
Mid North Coast,Prohibited and regulated weapons offences,2013,545,352361,155
Mid North Coast,Prostitution offences,2013,0,352361,0
Mid North Coast,Robbery,2013,119,352361,34
Mid North Coast,Sexual offences,2013,738,352361,209
Mid North Coast,Theft,2013,12089,352361,3431
Mid North Coast,Transport regulatory offences,2013,33,352361,9
Murray,Abduction and kidnapping,2013,8,111175,7
Murray,Against justice procedures,2013,1127,111175,1014
Murray,Arson,2013,145,111175,130
Murray,Assault,2013,1225,111175,1102
Murray,Betting and gaming offences,2013,20,111175,18
Murray,Blackmail and extortion,2013,1,111175,1
Murray,Disorderly conduct,2013,611,111175,550
Murray,Drug offences,2013,879,111175,791
Murray,Homicide,2013,4,111175,4
Murray,"Intimidation, stalking and harassment",2013,558,111175,502
Murray,Liquor offences,2013,446,111175,401
Murray,Malicious damage to property,2013,1457,111175,1311
Murray,Other offences,2013,341,111175,307
Murray,Other offences against the person,2013,17,111175,15
Murray,Pornography offences,2013,12,111175,11
Murray,Prohibited and regulated weapons offences,2013,309,111175,278
Murray,Prostitution offences,2013,0,111175,0
Murray,Robbery,2013,14,111175,13
Murray,Sexual offences,2013,215,111175,193
Murray,Theft,2013,4109,111175,3696
Murray,Transport regulatory offences,2013,14,111175,13
Murrumbidgee,Abduction and kidnapping,2013,8,146326,5
Murrumbidgee,Against justice procedures,2013,1444,146326,987
Murrumbidgee,Arson,2013,227,146326,155
Murrumbidgee,Assault,2013,1711,146326,1169
Murrumbidgee,Betting and gaming offences,2013,8,146326,5
Murrumbidgee,Blackmail and extortion,2013,2,146326,1
Murrumbidgee,Disorderly conduct,2013,757,146326,517
Murrumbidgee,Drug offences,2013,992,146326,678
Murrumbidgee,Homicide,2013,1,146326,1
Murrumbidgee,"Intimidation, stalking and harassment",2013,753,146326,515
Murrumbidgee,Liquor offences,2013,1042,146326,712
Murrumbidgee,Malicious damage to property,2013,2254,146326,1540
Murrumbidgee,Other offences,2013,494,146326,338
Murrumbidgee,Other offences against the person,2013,24,146326,16
Murrumbidgee,Pornography offences,2013,9,146326,6
Murrumbidgee,Prohibited and regulated weapons offences,2013,458,146326,313
Murrumbidgee,Prostitution offences,2013,1,146326,1
Murrumbidgee,Robbery,2013,30,146326,21
Murrumbidgee,Sexual offences,2013,330,146326,226
Murrumbidgee,Theft,2013,5402,146326,3692
Murrumbidgee,Transport regulatory offences,2013,14,146326,10
North Western,Abduction and kidnapping,2013,11,96782,11
North Western,Against justice procedures,2013,1879,96782,1941
North Western,Arson,2013,282,96782,291
North Western,Assault,2013,2178,96782,2250
North Western,Betting and gaming offences,2013,4,96782,4
North Western,Blackmail and extortion,2013,1,96782,1
North Western,Disorderly conduct,2013,1017,96782,1051
North Western,Drug offences,2013,468,96782,484
North Western,Homicide,2013,2,96782,2
North Western,"Intimidation, stalking and harassment",2013,878,96782,907
North Western,Liquor offences,2013,316,96782,327
North Western,Malicious damage to property,2013,2340,96782,2418
North Western,Other offences,2013,443,96782,458
North Western,Other offences against the person,2013,50,96782,52
North Western,Pornography offences,2013,6,96782,6
North Western,Prohibited and regulated weapons offences,2013,297,96782,307
North Western,Prostitution offences,2013,2,96782,2
North Western,Robbery,2013,32,96782,33
North Western,Sexual offences,2013,338,96782,349
North Western,Theft,2013,5667,96782,5855
North Western,Transport regulatory offences,2013,3,96782,3
Northern,Abduction and kidnapping,2013,7,183921,4
Northern,Against justice procedures,2013,1969,183921,1071
Northern,Arson,2013,455,183921,247
Northern,Assault,2013,2802,183921,1523
Northern,Betting and gaming offences,2013,2,183921,1
Northern,Blackmail and extortion,2013,1,183921,1
Northern,Disorderly conduct,2013,1844,183921,1003
Northern,Drug offences,2013,1059,183921,576
Northern,Homicide,2013,1,183921,1
Northern,"Intimidation, stalking and harassment",2013,1383,183921,752
Northern,Liquor offences,2013,504,183921,274
Northern,Malicious damage to property,2013,3183,183921,1731
Northern,Other offences,2013,690,183921,375
Northern,Other offences against the person,2013,46,183921,25
Northern,Pornography offences,2013,24,183921,13
Northern,Prohibited and regulated weapons offences,2013,470,183921,256
Northern,Prostitution offences,2013,1,183921,1
Northern,Robbery,2013,87,183921,47
Northern,Sexual offences,2013,463,183921,252
Northern,Theft,2013,7663,183921,4166
Northern,Transport regulatory offences,2013,29,183921,16
Richmond Tweed,Abduction and kidnapping,2013,12,240226,5
Richmond Tweed,Against justice procedures,2013,1641,240226,683
Richmond Tweed,Arson,2013,255,240226,106
Richmond Tweed,Assault,2013,2418,240226,1007
Richmond Tweed,Betting and gaming offences,2013,2,240226,1
Richmond Tweed,Blackmail and extortion,2013,0,240226,0
Richmond Tweed,Disorderly conduct,2013,1187,240226,494
Richmond Tweed,Drug offences,2013,2396,240226,997
Richmond Tweed,Homicide,2013,2,240226,1
Richmond Tweed,"Intimidation, stalking and harassment",2013,918,240226,382
Richmond Tweed,Liquor offences,2013,709,240226,295
Richmond Tweed,Malicious damage to property,2013,2644,240226,1101
Richmond Tweed,Other offences,2013,657,240226,273
Richmond Tweed,Other offences against the person,2013,52,240226,22
Richmond Tweed,Pornography offences,2013,17,240226,7
Richmond Tweed,Prohibited and regulated weapons offences,2013,320,240226,133
Richmond Tweed,Prostitution offences,2013,0,240226,0
Richmond Tweed,Robbery,2013,62,240226,26
Richmond Tweed,Sexual offences,2013,520,240226,216
Richmond Tweed,Theft,2013,7717,240226,3212
Richmond Tweed,Transport regulatory offences,2013,10,240226,4
Southeastern,Abduction and kidnapping,2013,6,233347,3
Southeastern,Against justice procedures,2013,1051,233347,450
Southeastern,Arson,2013,188,233347,81
Southeastern,Assault,2013,1874,233347,803
Southeastern,Betting and gaming offences,2013,2,233347,1
Southeastern,Blackmail and extortion,2013,1,233347,0
Southeastern,Disorderly conduct,2013,1176,233347,504
Southeastern,Drug offences,2013,1451,233347,622
Southeastern,Homicide,2013,5,233347,2
Southeastern,"Intimidation, stalking and harassment",2013,964,233347,413
Southeastern,Liquor offences,2013,847,233347,363
Southeastern,Malicious damage to property,2013,2497,233347,1070
Southeastern,Other offences,2013,973,233347,417
